code,Conditions,BiolgicalReplicate,AverageCellNumber,DryWeightGenerated,DryWeight_t=24h,valine-d8,hipppuric acid-d5,2-hydroxyglutarate,2-ketoglutarate,3-Dehydro-L-threonate,acetylcarnitine,acetylcholine,acetylornithine,aconitate,alanine,arginine,asparagine,aspartate,betaine,butyryl-carnitine,carbamoyl phosphate,carnitine,citrulline,creatine,creatinine,cystine,dihydroorotate,fumarate,gluconate,glucose,glutamate,glutamine,glycerylphosphorylcholine,glycine,histidine,hydroxyphenyllactic acid,hydroxyphenylpyruvate,hydroxyproline,hypotaurine,hypoxanthine,isovalerylcarnitine,KMV+KIC,lactate,leucine+isoleucine,linoleic acid,lysine,malate,methionine,methylarginine,methylaspartate,myo-inositol,N-acetylaspartate,N-acetylaspartylglutamate,N-acetylglutamate,N-acetylneuramic acid,oleic acid,ornithine,orotate,palmitate,pantothenate,phenylalanine,phosphocholine,proline,propionylcarnitine,pyroglutamic-acid,pyruvate,S-(2-succinyl)cysteine,serine,stearic acid,succinate,succinyladenosine,taurine,threonine,tryptophan,tyrosine,uric acid,valine,xanthine
MS51-32,OSLM1B CCM,2,4.3,88.76402431,238.0439107,832526017.9,3200593451,73271050,113941684.6,347521655.3,53016467850,49739067.1,218451385.9,26430369.9,1217521231,4430532327,200182783.7,215585041.1,40349292210,151719938,91371849.7,14219947670,2539147956,26625202663,19333151788,292613052.5,524132.2,26371678.7,310734533.5,820026770.3,2154009231,3496333200,343925849.9,18819962,15413696861,24680171.1,1020515.2,1491002792,201209.3,3808243.6,24994627.8,73181950.1,9777891298,7042893061,793825.4,1715735999,360247053.1,1052655716,109607703,2170896090,176015429.3,11509979.7,0,5789029,43969930.8,14113536.1,109091986,9916624.1,40522626.6,720526891.2,3880092781,34017732.7,29994709176,167909188.4,4975994274,540015496.9,349358.9,98842239.2,21196848.5,297933185.1,1516344.1,5628871286,2515328173,4929322918,4066215881,7476654573,4307919675,415361755.7
MS51-33,OSLM1B CCM,3,4.3,88.76402431,238.0439107,826027977.6,3197496501,64991162.6,121799603.2,374102936.1,55610604726,52256776.2,219388424.3,29289090.8,1259549622,4867380776,206130542.1,226887494.6,41215907995,163925877.3,94972666,15347851463,2589604856,27250408570,20181152765,308127563.2,576631.6,28146196.8,261937881.8,828743503.1,2222937633,3575650013,355703570.5,19077946,15930835895,27004765.7,1084472.4,1519545541,272190,3763894.8,29503511.3,80153117.8,10414366765,7278479144,876230.5,1871952361,386694378.9,1098453835,123516389.9,2240475423,178484213,12353842.5,0,5814804.4,44098194.9,15784634.8,118718533.6,9411322.4,35464706.3,757922037.6,3960843631,34716147.2,30719532321,185906798.1,5302069484,568975573.4,292713.3,98933977.6,13623244,312638884.3,1700150.9,5650747103,2581775711,5259924882,4378484290,7676879372,4637353228,435101967.6
MS51-34,OSLM1B CCM,4,4.3,88.76402431,238.0439107,799920789.8,3044023466,70419569.6,112731646,376764019.8,53200322302,48316480.4,220851727.1,25452936.3,1195297089,4718688515,194490759.7,215612088.7,39876969924,147121443.7,91034487.6,13924160847,2476018755,26462694600,19255746107,290186664.8,526166.7,28436893.9,250132075.6,810500190.7,2099137896,3431817268,326360024.3,18099885.9,15351687530,24960304.6,1002471.9,1423412468,237684.2,3588909.2,27169055.3,71463107.4,9420831978,7049653282,814128.7,1770792493,390258343.4,1070561631,114120934.4,2116617496,166027526.6,11529294.3,0,5586295.2,43548834.9,14733216.6,121971649,9679152,33060452.3,709534858,3839430414,32073748.5,29359886365,170890274.2,4996513700,513516064.3,253324.5,97476633.5,14679435.7,284135827,1313844.6,5640465349,2478198063,4991469020,4009270689,7150496133,4392447947,418782924.5
MS51-35,OSLM1B CCM,5,4.3,88.76402431,238.0439107,778603996.2,2988505785,72721853.9,126428499.5,356923471.3,56137297532,51523354.7,213047613.2,25830061.6,1283063004,4750549012,212493791.9,226574472,41983255564,169302303.5,97920556.5,15540213582,2547474436,27950369230,20870231450,307193894.3,652527.5,27150801,263630816.7,825460705,2257312295,3651389159,344168020.1,18769423.5,16088845058,27706393.6,953260,1506409310,180238.1,3999981.1,27856534.3,76502874.4,10349643384,7398376035,884939.1,1888211038,369083170.4,1100978742,114776720.4,2272420725,182832670,11826724.5,0,6026110.7,46231851.2,15739736,106586879.6,9886982.7,34470816,763365410.1,4113314739,30334637.7,31030775282,188830115.6,5365916342,593225415.3,358215.2,105585878.6,16816930.2,320015634.5,1425304.4,5684977062,2717708870,5377965640,4376199067,8060416354,4632494515,450213783.3
MS51-36,RFX631 CCM,1,4.5,79.87660442,255.3658104,775306804,3130454176,79213649.7,157539644.8,457103931.9,52885164548,43587166.8,216097127.2,28306172.8,1192687194,3777294713,143565827,101993264.7,38558635091,90504030,88611910,10353561860,2309170992,25088607907,18072304577,182540806.3,1867187.9,33811932.4,266179698.4,549773137.1,1710033832,2835666323,330995045.2,16334330.3,13704229969,22495262.3,812391.6,1201235412,89924.8,3273590.1,26263875.6,127556955.1,14186243808,5772607587,1000816.5,1540750377,473343576.1,756848909.8,99189270.8,1724521575,145280855.1,48855818.5,453622.1,6490146,38316919,13806506.2,104298053.8,7326492.4,38653287.1,648899696.4,3373598970,36663756.9,27667862646,141540480.2,4478618868,176963526.5,432085.2,78187642.7,14918039.9,225045660,1341589.9,4512004399,2093949033,4518947234,3546105780,6856988585,3796228124,326227302.4
MS51-37,RFX631 CCM,2,4.5,79.87660442,255.3658104,848533964.4,3483591395,63960830,137072106.9,377207339.7,56788757494,48418988.4,207402760.5,24796689.1,1257280202,4012600766,161808550.5,96064860.3,40213381498,98015472.3,94646329.6,11643834500,2423555416,26246827360,19547431346,189321800.2,2132997.3,29050206.5,261181383.7,613487517.7,1916119542,3203910773,349706680.6,17884888.9,14503068596,24527384.9,772684.7,1266756766,127245.7,4153962.7,29199549.3,133422337.9,15309398195,6407405025,1062017.2,1635781256,389093668.8,883966527.8,107854586.4,1934132144,200992998.7,40779850.5,172336.5,7639706.3,39135403.6,17460760.4,106237314.2,7494433.4,46509606.4,713693975.4,3548361528,37334395,29222855901,152871803.2,4949728073,195883733.7,356961,87385923.7,20086294.4,259429337.6,1445971,5033945175,2219295642,4971561143,3904930971,7594669261,4170955138,383332689.3
MS51-38,RFX631 CCM,3,4.5,79.87660442,255.3658104,803005108.4,3109702081,54479974.7,126161593.3,306029267.8,56539677399,48409831.7,203389532.6,22506241.3,1257814744,2801782577,151987964.8,76685882.6,40514264467,96468608.6,91465451.1,11125100948,2283757130,26862281600,19423217508,168758502.4,1875783,23693097,261734682.9,608292380,1780104500,2952742735,352815867.2,16687852.8,13901076678,23496939.6,816212.8,1295148435,133184.5,3929920.7,27589258.3,133743900,15750691954,6180639865,1037676,1396289646,317072012.1,804499240.2,68227598.1,1792061445,202376892.2,33166118.2,165441.9,7023428.9,39565446.7,13090962.2,63190685.9,6787381.6,37954296.9,693014221.9,3597147034,37149865.5,28528055053,151520743,4582768759,188463791.4,114857.7,77731990.1,13486400.1,249303291.1,1354210.2,4733776043,2070517674,4742558654,3811566422,6548735435,3879421799,370976743.7
MS51-39,RFX631 CCM,4,4.5,79.87660442,255.3658104,780697869,3099364502,67156630.5,134076543.2,355840497.2,55327590211,49768832.6,211033628.9,23044907,1318920507,3755929222,158812768.3,85407424.4,40218950600,95914311.5,90228034.6,11074963166,2328088540,27923435827,19679298757,169135107.2,1983651.2,27930607.4,280017175.3,586097470.6,1874747046,3077868135,368795101.4,16124441.2,14459577002,23611427.1,780568.2,1291817456,191554.1,3436489,27682611.3,128930096,15584573874,6183511937,964429.6,1551817580,369246566.1,818306535.6,100323757.4,1896115984,212369332.8,35579630.5,183243.6,7812433.2,39221733.3,14696886.2,110603296.1,7393706.8,41407867.9,706429900.2,3437086552,38576180.6,29250735528,150456196.5,4773221058,189292012.6,213991.2,75091988.7,17420406.6,267297767.9,1259158.8,4904472222,2106028639,4784856309,3850328407,7059176098,4046838822,376698533.5
MS51-40,RFX631 CCM,5,4.5,79.87660442,255.3658104,892817858.2,3492780104,83122786.3,137435583.9,408998389.8,61480066768,53331567.6,206457993.2,27093228.8,1371024864,3312438731,171680608.5,102205585.6,42310787132,109566883.8,97820412.2,12528088383,2564241380,28932702727,20969672379,206128760.1,2172769.8,31079566.7,299458423.1,649380546.6,2044034238,3314744244,393169997.5,18641437.2,15401270588,27049136.5,674830.6,1305657282,126658.3,4025467.3,32864561.3,139369287.7,16622257303,6786794490,1163127.4,1642936710,423620264.2,934958054.4,85208266.1,2060388704,206628927.8,40249320.1,250664,8663527.8,43772024.8,18512706.5,96638205.6,7458714.7,52580743.4,788403261.8,4061207936,43200972.1,31537796901,169507845.9,5228013850,204849130.8,282389.1,91600747,26015403.1,294437640.7,1795463.7,5018996902,2447552986,5395997187,4364634208,7919530328,4390691487,425527535.8
POOL2,Pool,1,NA,NA,NA,779823686.2,3124510042,75894249.94,146252919.9,526250065.5,54188271620,44813939.11,215432614.1,44001025.74,1294595469,3261076151,171998280.5,178604791.8,39266195008,111724679.2,91241863.28,11406254217,2329015865,26080475039,19122336315,257075560.6,1044427.724,38683337.54,276856816.6,719145256.8,2051726489,2704799868,351504038.6,17077791.28,14596257360,23345812.55,934751.0375,1265863409,137510.4898,109004428.7,28153153.14,116644775.5,11112960460,6185412261,1489831.882,1419063957,541777477.7,975443948.6,75619393.04,2063470829,168222623.7,48103770.92,178748.2445,6379096.437,40954918.76,17843271.06,73666047.02,10599681.18,74594998.8,690231752.2,3525781331,21748440.17,28868659721,150478104.4,4335336751,416017502.5,449130.9768,84967617.07,40757227.17,263966083.7,1250991.096,5188277753,2283930013,4524172509,3798251982,6968785584,3845065488,388382145.8
POOL3,Pool,2,NA,NA,NA,807711721.6,3165200560,74234217.98,154627525.3,476633982.1,53995739777,47575109.8,212062862.6,33672327.67,1309568508,4106241182,176933820.2,173412373.6,40086355540,112117438.6,91512976.9,11707290709,2292313305,26641495219,19410319741,245133814.3,1021377.382,36491213.3,260109195.5,729901220.6,2065921670,2795402011,359125910.7,18287002.26,14573152735,23420915.08,943951.4481,1295104854,213883.1081,109671947.3,27322201.95,114426591.5,11335256356,6353952743,1733825.884,1595720996,493329052.6,1029435090,97540188.92,2085296510,178888784.7,46391528.38,91646.94398,6056876.017,39003799,17099932.49,128967626.3,11126397.75,75497727.88,689400768.4,3586556657,19697509.5,29288632188,149582442,4462781859,423446218.5,213149.6513,86184270.99,40789546.72,272677894.5,1348487.283,5340659135,2303066175,4703310531,3795973701,7065455678,4079439912,379985524.7
POOL4,Pool,3,NA,NA,NA,778462015.3,3182649291,74752101.62,152278248.5,503495291.9,53017481890,46953233.81,212583325.5,29073405.64,1266307997,4475381184,177277729.1,183893906.7,38968710605,112390430.9,91113550.69,11548725525,2307479679,25449145899,18962811892,256705907.6,995655.9779,38415736.88,264188911.7,711931494.6,2082084776,2753324535,338511037,17851923.73,14508346887,21051217.26,923689.6071,1253697049,243518.5749,107503573,27273847.34,112966768.8,11091705347,6261097951,1490087.897,1664998049,521796508.3,1007562238,111837391.3,2097839005,169649351.8,47394540.32,51285.48402,6946989.994,38528011.49,17555796.19,158149138.8,11132715.17,72514511.59,684038160.4,3542155626,19260270.83,28384597123,150173789.4,4391903577,433392957.3,319571.6323,82737890.22,40478835.03,254989828.5,1226700.604,5230834630,2390221762,4679197464,3734048513,6965919467,3921498082,376727929.3
POOL5,Pool,4,NA,NA,NA,780803463,3081192435,64717989.79,154060566.8,412505640.2,53129593152,45738496.93,208431463.7,27521324.44,1276642985,3932291386,173745937.9,164218976.1,38528690672,111441032.1,90741078.4,11441163299,2201607850,24978983847,18508787539,238816274,1090462.526,31719344.14,249646660.5,689958832.4,2019290974,2712313143,329378850.4,15370061.94,14207579268,23131085.14,829822.412,1188621752,228937.2831,104193730.3,27415679.59,115059636.1,10937120988,6139466595,1474169.903,1513798760,427097334.3,985558086.3,98010091.16,2033874635,177614806.8,43081002.75,50302.57742,6213268.905,37739100.13,17597315.03,114696129.7,10703731.68,71986652.11,679244997.4,3522910987,19313680.65,28088590888,146489854.2,4355951184,412852221.7,280681.2454,79674296.76,38388151.47,258568304.5,1355999.713,5173834430,2196250308,4595666439,3656441164,6924434067,3944107939,369318337.5
POOL6,Pool,5,NA,NA,NA,772719165.8,3147060332,66786852.4,157674891.8,456727029.7,52531786925,45304736.39,212595569.8,25976553.98,1275572655,4313810608,179338278.6,181235426.8,39370822046,110857709.8,92263514.45,11677473080,2282713582,25457264500,18722486643,256147883,973745.0171,34813945,242008685.5,687874897.2,2095234779,2779045910,337884709,16209895.17,14648644136,22181730.54,928054.962,1275682209,233647.342,109798446,27986175.74,113620433,11075556630,6246517298,1428211.835,1629497887,471525465.7,1005860558,109613158.2,2107322222,176197033.2,47289491.04,35559.62671,6897670.004,37697669.78,16704820,132098719.7,10820001.11,70851390.86,673588471.1,3508800790,18028271.63,28597936433,149209304.1,4299235806,412929463,205046.6535,83829163.56,38209090.76,260472705.9,1014742.311,5075082482,2271099651,4655081399,3700293240,7106126732,3884786862,367535865.9
